source_id,source_type,relationship_type,target_id,target_type,level,notes
S_379,Symptom,INDICATES,D_39,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_39,Diagnosis,Level 2,
S_378,Symptom,INDICATES,D_98,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_379,Symptom,INDICATES,D_98,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_98,Diagnosis,Level 2,
S_378,Symptom,INDICATES,D_40,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_40,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_40,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_40,Diagnosis,Level 3,
S_394,Symptom,INDICATES,D_40,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_40,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_100,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_100,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_100,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_100,Diagnosis,Level 3,
S_394,Symptom,INDICATES,D_100,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_100,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_96,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_96,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_96,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_96,Diagnosis,Level 3,
S_406,Symptom,INDICATES,D_96,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_96,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_98,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_98,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_98,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_98,Diagnosis,Level 3,
S_406,Symptom,INDICATES,D_98,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_98,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_103,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_103,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_103,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_103,Diagnosis,Level 3,
S_418,Symptom,INDICATES,D_103,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_103,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_104,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_104,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_104,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_104,Diagnosis,Level 3,
S_418,Symptom,INDICATES,D_104,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_104,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_105,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_105,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_105,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_105,Diagnosis,Level 3,
S_418,Symptom,INDICATES,D_105,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_105,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_106,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_106,Diagnosis,Level 1,
S_392,Symptom,INDICATES,D_106,Diagnosis,Level 2,
S_393,Symptom,INDICATES,D_106,Diagnosis,Level 3,
S_418,Symptom,INDICATES,D_106,Diagnosis,Level 4,
S_3,Symptom,INDICATES,D_106,Diagnosis,Level 5,
S_378,Symptom,INDICATES,D_100,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_100,Diagnosis,Level 1,
S_440,Symptom,INDICATES,D_100,Diagnosis,Level 2,
S_441,Symptom,INDICATES,D_100,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_100,Diagnosis,Level 4,
S_378,Symptom,INDICATES,D_108,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_108,Diagnosis,Level 1,
S_440,Symptom,INDICATES,D_108,Diagnosis,Level 2,
S_441,Symptom,INDICATES,D_108,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_108,Diagnosis,Level 4,
S_378,Symptom,INDICATES,D_109,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_109,Diagnosis,Level 1,
S_440,Symptom,INDICATES,D_109,Diagnosis,Level 2,
S_441,Symptom,INDICATES,D_109,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_109,Diagnosis,Level 4,
S_378,Symptom,INDICATES,D_110,Diagnosis,Chief Sign,ejection fraction=sv/edv=(edv-esv)/edv
S_391,Symptom,INDICATES,D_110,Diagnosis,Level 1,
S_440,Symptom,INDICATES,D_110,Diagnosis,Level 2,
S_441,Symptom,INDICATES,D_110,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_110,Diagnosis,Level 4,
S_458,Symptom,INDICATES,D_111,Diagnosis,Chief Sign,
S_86,Symptom,INDICATES,D_111,Diagnosis,Level 1,rule out left-sided heart failure (most common)
S_460,Symptom,INDICATES,D_111,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_111,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_109,Diagnosis,Chief Sign,
S_86,Symptom,INDICATES,D_109,Diagnosis,Level 1,rule out left-sided heart failure (most common)
S_460,Symptom,INDICATES,D_109,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_109,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_113,Diagnosis,Chief Sign,
S_86,Symptom,INDICATES,D_113,Diagnosis,Level 1,rule out left-sided heart failure (most common)
S_468,Symptom,INDICATES,D_113,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_113,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_114,Diagnosis,Chief Sign,
S_86,Symptom,INDICATES,D_114,Diagnosis,Level 1,rule out left-sided heart failure (most common)
S_468,Symptom,INDICATES,D_114,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_114,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_115,Diagnosis,Chief Sign,
S_86,Symptom,INDICATES,D_115,Diagnosis,Level 1,rule out left-sided heart failure (most common)
S_476,Symptom,INDICATES,D_115,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_115,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_116,Diagnosis,Chief Sign,
S_86,Symptom,INDICATES,D_116,Diagnosis,Level 1,rule out left-sided heart failure (most common)
S_476,Symptom,INDICATES,D_116,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_116,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_117,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_117,Diagnosis,Level 1,
S_207,Symptom,INDICATES,D_117,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_117,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_118,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_118,Diagnosis,Level 1,
S_207,Symptom,INDICATES,D_118,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_118,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_119,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_119,Diagnosis,Level 1,
S_207,Symptom,INDICATES,D_119,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_119,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_120,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_120,Diagnosis,Level 1,
S_207,Symptom,INDICATES,D_120,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_120,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_121,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_121,Diagnosis,Level 1,
S_207,Symptom,INDICATES,D_121,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_121,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_46,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_46,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_46,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_46,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_123,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_123,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_123,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_123,Diagnosis,Level 3,
S_458,Symptom,INDICATES,D_124,Diagnosis,Chief Sign,
S_483,Symptom,INDICATES,D_124,Diagnosis,Level 1,
S_187,Symptom,INDICATES,D_124,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_124,Diagnosis,Level 3,
S_514,Symptom,INDICATES,D_125,Diagnosis,Chief Sign,
S_515,Symptom,INDICATES,D_125,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_125,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_42,Diagnosis,Chief Sign,
S_515,Symptom,INDICATES,D_42,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_42,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_127,Diagnosis,Chief Sign,
S_515,Symptom,INDICATES,D_127,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_127,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_78,Diagnosis,Chief Sign,
S_515,Symptom,INDICATES,D_78,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_78,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_129,Diagnosis,Chief Sign,
S_515,Symptom,INDICATES,D_129,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_129,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_130,Diagnosis,Chief Sign,
S_515,Symptom,INDICATES,D_130,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_130,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_131,Diagnosis,Chief Sign,
S_533,Symptom,INDICATES,D_131,Diagnosis,Level 1,variation in pulse amplitude with alternate beats
S_3,Symptom,INDICATES,D_131,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_132,Diagnosis,Chief Sign,
S_536,Symptom,INDICATES,D_132,Diagnosis,Level 1,exaggerated inspiratory drop in arterial pressure > 10mmhg
S_3,Symptom,INDICATES,D_132,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_133,Diagnosis,Chief Sign,
S_536,Symptom,INDICATES,D_133,Diagnosis,Level 1,exaggerated inspiratory drop in arterial pressure > 10mmhg
S_3,Symptom,INDICATES,D_133,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_134,Diagnosis,Chief Sign,
S_536,Symptom,INDICATES,D_134,Diagnosis,Level 1,exaggerated inspiratory drop in arterial pressure > 10mmhg
S_3,Symptom,INDICATES,D_134,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_115,Diagnosis,Chief Sign,
S_536,Symptom,INDICATES,D_115,Diagnosis,Level 1,exaggerated inspiratory drop in arterial pressure > 10mmhg
S_3,Symptom,INDICATES,D_115,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_109,Diagnosis,Chief Sign,
S_536,Symptom,INDICATES,D_109,Diagnosis,Level 1,exaggerated inspiratory drop in arterial pressure > 10mmhg
S_3,Symptom,INDICATES,D_109,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_137,Diagnosis,Chief Sign,
S_551,Symptom,INDICATES,D_137,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_137,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_138,Diagnosis,Chief Sign,
S_551,Symptom,INDICATES,D_138,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_138,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_139,Diagnosis,Chief Sign,
S_551,Symptom,INDICATES,D_139,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_139,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_98,Diagnosis,Chief Sign,
S_560,Symptom,INDICATES,D_98,Diagnosis,Level 1,rapid upstroke followed by rapid collapse
S_3,Symptom,INDICATES,D_98,Diagnosis,Level 2,
S_514,Symptom,INDICATES,D_141,Diagnosis,Chief Sign,
S_560,Symptom,INDICATES,D_141,Diagnosis,Level 1,rapid upstroke followed by rapid collapse
S_3,Symptom,INDICATES,D_141,Diagnosis,Level 2,
S_565,Symptom,INDICATES,D_142,Diagnosis,Chief Sign,
S_566,Symptom,INDICATES,D_142,Diagnosis,Level 1,
S_567,Symptom,INDICATES,D_142,Diagnosis,Level 2,low jvp
S_3,Symptom,INDICATES,D_142,Diagnosis,Level 3,
S_565,Symptom,INDICATES,D_143,Diagnosis,Chief Sign,
S_566,Symptom,INDICATES,D_143,Diagnosis,Level 1,
S_567,Symptom,INDICATES,D_143,Diagnosis,Level 2,low jvp
S_3,Symptom,INDICATES,D_143,Diagnosis,Level 3,
S_565,Symptom,INDICATES,D_144,Diagnosis,Chief Sign,
S_566,Symptom,INDICATES,D_144,Diagnosis,Level 1,
S_567,Symptom,INDICATES,D_144,Diagnosis,Level 2,low jvp
S_3,Symptom,INDICATES,D_144,Diagnosis,Level 3,
S_565,Symptom,INDICATES,D_145,Diagnosis,Chief Sign,
S_566,Symptom,INDICATES,D_145,Diagnosis,Level 1,
S_567,Symptom,INDICATES,D_145,Diagnosis,Level 2,low jvp
S_3,Symptom,INDICATES,D_145,Diagnosis,Level 3,
S_565,Symptom,INDICATES,D_146,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_146,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_146,Diagnosis,Level 2,
S_584,Symptom,INDICATES,D_146,Diagnosis,Level 3,bibasilar lung crackles
S_3,Symptom,INDICATES,D_146,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_147,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_147,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_147,Diagnosis,Level 2,
S_584,Symptom,INDICATES,D_147,Diagnosis,Level 3,bibasilar lung crackles
S_3,Symptom,INDICATES,D_147,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_148,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_148,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_148,Diagnosis,Level 2,
S_584,Symptom,INDICATES,D_148,Diagnosis,Level 3,bibasilar lung crackles
S_3,Symptom,INDICATES,D_148,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_22,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_22,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_22,Diagnosis,Level 2,
S_584,Symptom,INDICATES,D_22,Diagnosis,Level 3,bibasilar lung crackles
S_3,Symptom,INDICATES,D_22,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_46,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_46,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_46,Diagnosis,Level 2,
S_604,Symptom,INDICATES,D_46,Diagnosis,Level 3,normal/decreased breath sounds
S_3,Symptom,INDICATES,D_46,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_151,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_151,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_151,Diagnosis,Level 2,
S_604,Symptom,INDICATES,D_151,Diagnosis,Level 3,normal/decreased breath sounds
S_3,Symptom,INDICATES,D_151,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_132,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_132,Diagnosis,Level 1,
S_583,Symptom,INDICATES,D_132,Diagnosis,Level 2,
S_604,Symptom,INDICATES,D_132,Diagnosis,Level 3,normal/decreased breath sounds
S_3,Symptom,INDICATES,D_132,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_153,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_153,Diagnosis,Level 1,
S_618,Symptom,INDICATES,D_153,Diagnosis,Level 2,
S_619,Symptom,INDICATES,D_153,Diagnosis,Level 3,rule out decompensated distributive shock
S_3,Symptom,INDICATES,D_153,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_154,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_154,Diagnosis,Level 1,
S_618,Symptom,INDICATES,D_154,Diagnosis,Level 2,
S_619,Symptom,INDICATES,D_154,Diagnosis,Level 3,rule out decompensated distributive shock
S_3,Symptom,INDICATES,D_154,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_155,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_155,Diagnosis,Level 1,
S_618,Symptom,INDICATES,D_155,Diagnosis,Level 2,
S_619,Symptom,INDICATES,D_155,Diagnosis,Level 3,rule out decompensated distributive shock
S_3,Symptom,INDICATES,D_155,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_156,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_156,Diagnosis,Level 1,
S_618,Symptom,INDICATES,D_156,Diagnosis,Level 2,
S_619,Symptom,INDICATES,D_156,Diagnosis,Level 3,rule out decompensated distributive shock
S_3,Symptom,INDICATES,D_156,Diagnosis,Level 4,
S_565,Symptom,INDICATES,D_157,Diagnosis,Chief Sign,
S_582,Symptom,INDICATES,D_157,Diagnosis,Level 1,
S_618,Symptom,INDICATES,D_157,Diagnosis,Level 2,
S_619,Symptom,INDICATES,D_157,Diagnosis,Level 3,rule out decompensated distributive shock
S_3,Symptom,INDICATES,D_157,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_158,Diagnosis,Chief Sign,rule out seizure
S_642,Symptom,INDICATES,D_158,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_158,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_159,Diagnosis,Chief Sign,rule out seizure
S_642,Symptom,INDICATES,D_159,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_159,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_160,Diagnosis,Chief Sign,rule out seizure
S_642,Symptom,INDICATES,D_160,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_160,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_161,Diagnosis,Chief Sign,rule out seizure
S_642,Symptom,INDICATES,D_161,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_161,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_162,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_162,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_162,Diagnosis,Level 2,
S_656,Symptom,INDICATES,D_162,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_162,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_163,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_163,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_163,Diagnosis,Level 2,
S_656,Symptom,INDICATES,D_163,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_163,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_164,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_164,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_164,Diagnosis,Level 2,
S_666,Symptom,INDICATES,D_164,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_164,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_165,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_165,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_165,Diagnosis,Level 2,
S_666,Symptom,INDICATES,D_165,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_165,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_166,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_166,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_166,Diagnosis,Level 2,
S_676,Symptom,INDICATES,D_166,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_166,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_95,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_95,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_95,Diagnosis,Level 2,
S_676,Symptom,INDICATES,D_95,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_95,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_132,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_132,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_132,Diagnosis,Level 2,
S_676,Symptom,INDICATES,D_132,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_132,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_115,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_115,Diagnosis,Level 1,co=sv*hr
S_655,Symptom,INDICATES,D_115,Diagnosis,Level 2,
S_676,Symptom,INDICATES,D_115,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_115,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_170,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_170,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_170,Diagnosis,Level 2,
S_696,Symptom,INDICATES,D_170,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_170,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_171,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_171,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_171,Diagnosis,Level 2,
S_696,Symptom,INDICATES,D_171,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_171,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_172,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_172,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_172,Diagnosis,Level 2,
S_696,Symptom,INDICATES,D_172,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_172,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_173,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_173,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_173,Diagnosis,Level 2,
S_711,Symptom,INDICATES,D_173,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_173,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_174,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_174,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_174,Diagnosis,Level 2,
S_711,Symptom,INDICATES,D_174,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_174,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_175,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_175,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_175,Diagnosis,Level 2,
S_711,Symptom,INDICATES,D_175,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_175,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_176,Diagnosis,Chief Sign,rule out seizure
S_86,Symptom,INDICATES,D_176,Diagnosis,Level 1,co=sv*hr
S_695,Symptom,INDICATES,D_176,Diagnosis,Level 2,
S_711,Symptom,INDICATES,D_176,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_176,Diagnosis,Level 4,
S_641,Symptom,INDICATES,D_46,Diagnosis,Chief Sign,rule out seizure
S_729,Symptom,INDICATES,D_46,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_46,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_178,Diagnosis,Chief Sign,rule out seizure
S_729,Symptom,INDICATES,D_178,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_178,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_179,Diagnosis,Chief Sign,rule out seizure
S_729,Symptom,INDICATES,D_179,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_179,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_29,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_29,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_29,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_26,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_26,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_26,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_75,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_75,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_75,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_183,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_183,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_183,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_184,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_184,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_184,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_185,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_185,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_185,Diagnosis,Level 2,
S_641,Symptom,INDICATES,D_186,Diagnosis,Chief Sign,rule out seizure
S_222,Symptom,INDICATES,D_186,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_186,Diagnosis,Level 2,
S_758,Symptom,INDICATES,D_28,Diagnosis,Chief Sign,
S_759,Symptom,INDICATES,D_28,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_28,Diagnosis,Level 2,
S_758,Symptom,INDICATES,D_188,Diagnosis,Chief Sign,
S_759,Symptom,INDICATES,D_188,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_188,Diagnosis,Level 2,
S_758,Symptom,INDICATES,D_26,Diagnosis,Chief Sign,
S_759,Symptom,INDICATES,D_26,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_26,Diagnosis,Level 2,
S_758,Symptom,INDICATES,D_78,Diagnosis,Chief Sign,
S_768,Symptom,INDICATES,D_78,Diagnosis,Level 1,
S_769,Symptom,INDICATES,D_78,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_78,Diagnosis,Level 3,
S_758,Symptom,INDICATES,D_191,Diagnosis,Chief Sign,
S_768,Symptom,INDICATES,D_191,Diagnosis,Level 1,
S_769,Symptom,INDICATES,D_191,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_191,Diagnosis,Level 3,
S_758,Symptom,INDICATES,D_192,Diagnosis,Chief Sign,
S_768,Symptom,INDICATES,D_192,Diagnosis,Level 1,
S_777,Symptom,INDICATES,D_192,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_192,Diagnosis,Level 3,
S_758,Symptom,INDICATES,D_193,Diagnosis,Chief Sign,
S_768,Symptom,INDICATES,D_193,Diagnosis,Level 1,
S_777,Symptom,INDICATES,D_193,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_193,Diagnosis,Level 3,
S_758,Symptom,INDICATES,D_194,Diagnosis,Chief Sign,
