,Diagnosis_(DX),Chief_Sign,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10
289,post-infectious,cough,chronic_cough_(>3_wks),normal_chest_x-ray,normal_spirometry,lower_airway,dx,,,,,
290,smoker's_cough,cough,chronic_cough_(>3_wks),normal_chest_x-ray,normal_spirometry,lower_airway,dx,,,,,
291,non-asthmatic_eosinophilic_bronchitis,cough,chronic_cough_(>3_wks),normal_chest_x-ray,normal_spirometry,lower_airway,dx,,,,,
292,foreign_body,cough,chronic_cough_(>3_wks),normal_chest_x-ray,normal_spirometry,lower_airway,dx,,,,,
293,ace_inhibitor,cough,chronic_cough_(>3_wks),normal_chest_x-ray,normal_spirometry,other,dx,,,,,
294,asthma,cough,chronic_cough_(>3_wks),normal_chest_x-ray,obstructive_disease,dx,,,,,,
295,copd,cough,chronic_cough_(>3_wks),normal_chest_x-ray,obstructive_disease,dx,,,,,,
296,copd,cough,chronic_cough_(>3_wks),abnormal_chest_x-ray,dx,,,,,,,
297,chronic_infection,cough,chronic_cough_(>3_wks),abnormal_chest_x-ray,dx,,,,,,,
298,neoplasm,cough,chronic_cough_(>3_wks),abnormal_chest_x-ray,dx,,,,,,,
299,chf,cough,chronic_cough_(>3_wks),abnormal_chest_x-ray,dx,,,,,,,
300,interstitial_disease,cough,chronic_cough_(>3_wks),abnormal_chest_x-ray,dx,,,,,,,
301,foreign_body,cough,chronic_cough_(>3_wks),abnormal_chest_x-ray,dx,,,,,,,
302,myocardial_infarction,dyspnea,acute,cardiovascular,dx,,,,,,,
303,cardiac_tamponade,dyspnea,acute,cardiovascular,dx,,,,,,,
304,chf,dyspnea,acute,cardiovascular,dx,,,,,,,
305,pneumothorax,dyspnea,acute,respiratory,pleural,dx,,,,,,
306,pneumonia,dyspnea,acute,respiratory,parenchymal,dx,,,,,,
307,pulmonary_embolism,dyspnea,acute,respiratory,vascular,dx,,,,,,
308,asthma,dyspnea,acute,respiratory,airway,lower_airway_,dx,,,,,
309,aecopd,dyspnea,acute,respiratory,airway,lower_airway_,dx,,,,,
310,chf,dyspnea,acute,respiratory,airway,lower_airway_,dx,,,,,
311,aspiration,dyspnea,acute,respiratory,airway,upper_airway,dx,,,,,
312,anaphylaxis,dyspnea,acute,respiratory,airway,upper_airway,dx,,,,,
313,effusion,dyspnea,chronic,cardiac,pericardial,dx,,,,,,
314,cardiac_tamponade,dyspnea,chronic,cardiac,pericardial,dx,,,,,,
315,constriction,dyspnea,chronic,cardiac,pericardial,dx,,,,,,
316,systolic_dysfunction,dyspnea,chronic,cardiac,myocardial,dx,,,,,,
317,diastolic_dysfunction,dyspnea,chronic,cardiac,myocardial,dx,,,,,,
318,restrictive_cardiomyopathy,dyspnea,chronic,cardiac,myocardial,dx,,,,,,
319,stenosis,dyspnea,chronic,cardiac,valvular,dx,,,,,,
320,regurgitation,dyspnea,chronic,cardiac,valvular,dx,,,,,,
321,sub-valvular_disease,dyspnea,chronic,cardiac,valvular,dx,,,,,,
322,stable_angina,dyspnea,chronic,cardiac,coronary_artery_disease,dx,,,,,,
323,acute_coronary_syndrome,dyspnea,chronic,cardiac,coronary_artery_disease,dx,,,,,,
324,atrial_fibrillation,dyspnea,chronic,cardiac,arrhythmia,dx,,,,,,
325,bradyarrhytmia,dyspnea,chronic,cardiac,arrhythmia,dx,,,,,,
326,tachyarrhytmia,dyspnea,chronic,cardiac,arrhythmia,dx,,,,,,
327,asthma,dyspnea,chronic,pulmonary,airways,dx,,,,,,
328,copd,dyspnea,chronic,pulmonary,airways,dx,,,,,,
329,bronchiectasis,dyspnea,chronic,pulmonary,airways,dx,,,,,,
330,pneumonia,dyspnea,chronic,pulmonary,parenchyma,alveoli,dx,,,,,
331,interstitial_pulmonary_fibrosis,dyspnea,chronic,pulmonary,parenchyma,interstitium,dx,,,,,
332,hypersensitivity_pneumonitis,dyspnea,chronic,pulmonary,parenchyma,interstitium,dx,,,,,
333,chf,dyspnea,chronic,pulmonary,parenchyma,interstitium,dx,,,,,
334,sarcoidosis,dyspnea,chronic,pulmonary,parenchyma,interstitium,dx,,,,,
335,pulmonary_embolism,dyspnea,chronic,pulmonary,parenchyma,vessels,dx,,,,,
336,pulmonary_hypertension,dyspnea,chronic,pulmonary,parenchyma,vessels,dx,,,,,
337,chest_wall,dyspnea,chronic,pulmonary,pump,dx,,,,,,
338,neuromuscular,dyspnea,chronic,pulmonary,pump,dx,,,,,,
339,pleura,dyspnea,chronic,pulmonary,pump,dx,,,,,,
340,anemia,dyspnea,chronic,other,dx,,,,,,,
341,anxiety,dyspnea,chronic,other,dx,,,,,,,
342,deconditioning,dyspnea,chronic,other,dx,,,,,,,
343,hypethyroidism,dyspnea,chronic,other,dx,,,,,,,
344,metabolic_acidosis,dyspnea,chronic,other,dx,,,,,,,
345,poor_sleep_hygiene,excessive daytime sleepiness,insufficient_sleep,dx,,,,,,,,
346,insomnia,excessive daytime sleepiness,insufficient_sleep,dx,,,,,,,,
347,behavioral_sleep_deprivation,excessive daytime sleepiness,insufficient_sleep,dx,,,,,,,,
348,obstructive/central_sleep_apnea,excessive daytime sleepiness,sleep_disorders,dx,,,,,,,,
349,restless_legs_syndrome,excessive daytime sleepiness,sleep_disorders,dx,,,,,,,,
350,periodic_limb_movement_disorder,excessive daytime sleepiness,sleep_disorders,dx,,,,,,,,
351,narcolepsy,excessive daytime sleepiness,sleep_disorders,dx,,,,,,,,
352,obesity_hypoventilation_syndrome,excessive daytime sleepiness,sleep_disorders,dx,,,,,,,,
353,neurologic_disorders,excessive daytime sleepiness,medical/psychiatric_disorders,dx,,,,,,,,
354,head_trauma,excessive daytime sleepiness,medical/psychiatric_disorders,dx,,,,,,,,
355,depression,excessive daytime sleepiness,medical/psychiatric_disorders,dx,,,,,,,,
356,anxiety,excessive daytime sleepiness,medical/psychiatric_disorders,dx,,,,,,,,
357,medications,excessive daytime sleepiness,other,dx,,,,,,,,
358,drug_abuse,excessive daytime sleepiness,other,dx,,,,,,,,
359,malignancy,hemoptysis,massive_hemoptysis,dx,,,,,,,,
360,bronchiectasis,hemoptysis,massive_hemoptysis,dx,,,,,,,,
361,abscess/mycetoma,hemoptysis,massive_hemoptysis,dx,,,,,,,,
362,arteriovenous_malformation,hemoptysis,massive_hemoptysis,dx,,,,,,,,
363,hematemesis,hemoptysis,non-massive_hemoptysis,normal,dx,,,,,,,
364,epistaxis,hemoptysis,non-massive_hemoptysis,normal,dx,,,,,,,
365,bronchitis,hemoptysis,non-massive_hemoptysis,normal,dx,,,,,,,
366,bacterial_infection,hemoptysis,non-massive_hemoptysis,focal_abnormality,infection,dx,,,,,,
367,viral_infection,hemoptysis,non-massive_hemoptysis,focal_abnormality,infection,dx,,,,,,
368,tuberculosis_infection,hemoptysis,non-massive_hemoptysis,focal_abnormality,infection,dx,,,,,,
369,fungal_infection,hemoptysis,non-massive_hemoptysis,focal_abnormality,infection,dx,,,,,,
370,malignancy,hemoptysis,non-massive_hemoptysis,focal_abnormality,malignancy,dx,,,,,,
371,lupus_erythematosus,hemoptysis,non-massive_hemoptysis,focal_abnormality,pulmonary_vasculitis,dx,,,,,,
372,goodpasture's_syndrome,hemoptysis,non-massive_hemoptysis,focal_abnormality,pulmonary_vasculitis,dx,,,,,,
373,granulomatosis_with_polyangiitis/microscopic_polyangiitis,hemoptysis,non-massive_hemoptysis,focal_abnormality,pulmonary_vasculitis,dx,,,,,,
374,pulmonary_embolism,hemoptysis,non-massive_hemoptysis,focal_abnormality,vascular,dx,,,,,,
375,arteriovenous_malformation,hemoptysis,non-massive_hemoptysis,focal_abnormality,vascular,dx,,,,,,
376,chf,hemoptysis,non-massive_hemoptysis,diffuse_abnormality,dx,,,,,,,
377,bronchiectasis,hemoptysis,non-massive_hemoptysis,diffuse_abnormality,dx,,,,,,,
378,pulmonary_vasculitis,hemoptysis,non-massive_hemoptysis,diffuse_abnormality,dx,,,,,,,
379,ventricular_septal_defect,hypoxemia,high_aa_gradient,right-to-left_shunt,intracardiac,dx,,,,,,
380,atrial_septal_defect,hypoxemia,high_aa_gradient,right-to-left_shunt,intracardiac,dx,,,,,,
381,arteriovenous_malformation,hypoxemia,high_aa_gradient,right-to-left_shunt,pulmonary,dx,,,,,,
382,severe_pneumonia,hypoxemia,high_aa_gradient,right-to-left_shunt,pulmonary,dx,,,,,,
383,atelectasis,hypoxemia,high_aa_gradient,right-to-left_shunt,pulmonary,dx,,,,,,
384,airway_disease,hypoxemia,high_aa_gradient,ventilation/perfusion_mismatch,dx,,,,,,,
385,vascular,hypoxemia,high_aa_gradient,ventilation/perfusion_mismatch,dx,,,,,,,
386,parenchymal_disease,hypoxemia,high_aa_gradient,ventilation/perfusion_mismatch,dx,,,,,,,
387,interstitial_lung_disease,hypoxemia,high_aa_gradient,diffusion_limitation,dx,,,,,,,
388,pulmonary_arterial_hypertension,hypoxemia,high_aa_gradient,diffusion_limitation,dx,,,,,,,
389,high_altitude,hypoxemia,normal_aa_gradient,low_inspired_po2,dx,,,,,,,
390,drugs,hypoxemia,normal_aa_gradient,hypoventilation,central,dx,,,,,,
391,coma,hypoxemia,normal_aa_gradient,hypoventilation,central,dx,,,,,,
392,hypothyroidism,hypoxemia,normal_aa_gradient,hypoventilation,central,dx,,,,,,
393,obesity_hypoventilation_syndrome,hypoxemia,normal_aa_gradient,hypoventilation,peripheral,dx,,,,,,
394,neuromuscular_weakness,hypoxemia,normal_aa_gradient,hypoventilation,peripheral,dx,,,,,,
395,pleural_abnormalities,hypoxemia,normal_aa_gradient,hypoventilation,peripheral,dx,,,,,,
396,chest_wall_abnormalities,hypoxemia,normal_aa_gradient,hypoventilation,peripheral,dx,,,,,,
397,primary_lung_cancer,lung nodule,new_nodule,multiple_nodules,malignancy,dx,,,,,,
398,metastases,lung nodule,new_nodule,multiple_nodules,malignancy,dx,,,,,,
399,fungal,lung nodule,new_nodule,multiple_nodules,infection,dx,,,,,,
400,tuberculosis,lung nodule,new_nodule,multiple_nodules,infection,dx,,,,,,
401,septic_embolism,lung nodule,new_nodule,multiple_nodules,infection,dx,,,,,,
402,parasitic,lung nodule,new_nodule,multiple_nodules,infection,dx,,,,,,
403,rheumatoid_arthritis,lung nodule,new_nodule,multiple_nodules,inflammation,dx,,,,,,
404,granulomatosis_with_polyangiitis/microscopic_polyangiitis,lung nodule,new_nodule,multiple_nodules,inflammation,dx,,,,,,
405,sarcoidosis,lung nodule,new_nodule,multiple_nodules,inflammation,dx,,,,,,
406,pneumoconiosis,lung nodule,new_nodule,multiple_nodules,inflammation,dx,,,,,,
407,arteriovenous_malformation,lung nodule,new_nodule,multiple_nodules,vascular,dx,,,,,,
408,malignant_neoplasm,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
409,benign_neoplasm,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
410,granuloma,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
411,abscess,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
412,arteriovenous_malformation,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
413,bronchogenic_cyst,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
414,rounded_atelectasis,lung nodule,new_nodule,solitary_nodule,dx,,,,,,,
415,scar,lung nodule,nodule_on_cxr_>_2_years_without_a_change_in_size,dx,,,,,,,,
416,granuloma,lung nodule,nodule_on_cxr_>_2_years_without_a_change_in_size,dx,,,,,,,,
417,arteriovenous_malformation,lung nodule,nodule_on_cxr_>_2_years_without_a_change_in_size,dx,,,,,,,,
418,thyroid,mediastinal mass,anterior,dx,,,,,,,,
419,thymoma,mediastinal mass,anterior,dx,,,,,,,,
420,teratoma,mediastinal mass,anterior,dx,,,,,,,,
421,terrible_lymphoma,mediastinal mass,anterior,dx,,,,,,,,
422,aneurysm,mediastinal mass,middle,dx,,,,,,,,
423,lymphadenopathy,mediastinal mass,middle,dx,,,,,,,,
424,cystic,mediastinal mass,middle,dx,,,,,,,,
425,neurogenic_tumor,mediastinal mass,posterior,dx,,,,,,,,
426,esophageal_lesion,mediastinal mass,posterior,dx,,,,,,,,
427,diaphragmatic_hernia,mediastinal mass,posterior,dx,,,,,,,,
428,infectious,pleural effusion,exudate,pulmonary,dx,,,,,,,
429,neoplastic,pleural effusion,exudate,pulmonary,dx,,,,,,,
430,inflammatory,pleural effusion,exudate,pulmonary,dx,,,,,,,
431,pulmonary_embolus,pleural effusion,exudate,pulmonary,dx,,,,,,,
432,chylothorax,pleural effusion,exudate,pulmonary,dx,,,,,,,
433,hemothorax,pleural effusion,exudate,pulmonary,dx,,,,,,,
434,ruptured_esophagus,pleural effusion,exudate,gastrointestinal,dx,,,,,,,
435,pancreatitis,pleural effusion,exudate,gastrointestinal,dx,,,,,,,
436,congestive_heart_failure,pleural effusion,transudate,increased_hydrostatic_pressure,dx,,,,,,,
437,renal_failure_with_hypervolemia,pleural effusion,transudate,increased_hydrostatic_pressure,dx,,,,,,,
438,early_pulmonary_embolous,pleural effusion,transudate,increased_hydrostatic_pressure,dx,,,,,,,
439,cirrhosis,pleural effusion,transudate,decreased_oncotic_pressure,dx,,,,,,,
440,nephrotic_syndrome,pleural effusion,transudate,decreased_oncotic_pressure,dx,,,,,,,
441,idiopathic,pulmonary hypertension,pulmonary_arterial_hypertension,dx,,,,,,,,
442,"associated_with:_connective_tissue_disease,portal_hypertension,congenital_heart_disease,_hiv",pulmonary hypertension,pulmonary_arterial_hypertension,dx,,,,,,,,
443,systolic_dysfunction,pulmonary hypertension,left-sided_heart_disfunction,dx,,,,,,,,
444,diastolic_dysfunction,pulmonary hypertension,left-sided_heart_disfunction,dx,,,,,,,,
445,valvular_dysfunction,pulmonary hypertension,left-sided_heart_disfunction,dx,,,,,,,,
446,copd,pulmonary hypertension,lung_disease_and/or_hypoxemia,dx,,,,,,,,
447,interstitial_lung_disease,pulmonary hypertension,lung_disease_and/or_hypoxemia,dx,,,,,,,,
448,sleep-disordered_breathing,pulmonary hypertension,lung_disease_and/or_hypoxemia,dx,,,,,,,,
449,chronic_thromboembolic_disease,pulmonary hypertension,chronic_thromboembolic_disease,dx,,,,,,,,
450,hematologic_disorders,pulmonary hypertension,miscellaneous,dx,,,,,,,,
451,metabolic_disorders,pulmonary hypertension,miscellaneous,dx,,,,,,,,
452,acute_bleed,anemia,blood_loss,normocytic/normochromic_rbcs_on_smear,dx,,,,,,,
453,chronic_bleed,anemia,blood_loss,"any_combination_of:_decreased_reticulocytes,_mcv,mch,mchc,serum_iron,_ferritin_increased,_tibc,_hypochronic_rbcs",dx,,,,,,,
454,iron_deficiency,anemia,decreased_rbc_production,dx,,,,,,,,
455,b12/folate_deficiency,anemia,decreased_rbc_production,dx,,,,,,,,
456,aplastic_anemia,anemia,decreased_rbc_production,dx,,,,,,,,
457,anemia_of_chronic_disease,anemia,decreased_rbc_production,dx,,,,,,,,
458,marrow_infiltration,anemia,decreased_rbc_production,dx,,,,,,,,
459,rbc_metabolism_disorder,anemia,increased_rbc_destruction,congenital,dx,,,,,,,
460,hemoglobinopathy,anemia,increased_rbc_destruction,congenital,dx,,,,,,,
461,thalassemia,anemia,increased_rbc_destruction,congenital,dx,,,,,,,
462,rbc_membrane_disorder,anemia,increased_rbc_destruction,congenital,dx,,,,,,,
463,immune,anemia,increased_rbc_destruction,acquired,dx,,,,,,,
464,non-immune,anemia,increased_rbc_destruction,acquired,dx,,,,,,,
465,iron_deficiency,anemia,low_mean_corpuscular_volume_(<80fl),dx,,,,,,,,
466,thalassemia,anemia,low_mean_corpuscular_volume_(<80fl),dx,,,,,,,,
467,lead_poisoning,anemia,low_mean_corpuscular_volume_(<80fl),dx,,,,,,,,
468,anemia_of_chronic_disease,anemia,low_mean_corpuscular_volume_(<80fl),dx,,,,,,,,
469,bleeding,anemia,normal_mean_corpuscular_volume_(80-100_fl),dx,,,,,,,,
470,hemolysis,anemia,normal_mean_corpuscular_volume_(80-100_fl),dx,,,,,,,,
471,marrow_failure,anemia,normal_mean_corpuscular_volume_(80-100_fl),dx,,,,,,,,
472,anemia_of_chronic_disease,anemia,normal_mean_corpuscular_volume_(80-100_fl),dx,,,,,,,,
473,b12_deficiency,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
474,folate_deficiency,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
475,drugs,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
476,reticulocytosis,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
477,liver_disease,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
478,hypothyroidism,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
479,myelodysplasia,anemia,high_mean_corpuscular_volume_(>100_fl),dx,,,,,,,,
480,drugs,anemia with elevated mean corpuscular volume,normal_blood_smear,dx,,,,,,,,
481,dietary_deficiency,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_rbc_folate,dx,,,,,,,
482,malabsorption,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_rbc_folate,dx,,,,,,,
483,increased_requirement,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_rbc_folate,dx,,,,,,,
484,pernicious_anemia,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_serum_b12,anti-if_antibodies_present,dx,,,,,,
485,small_bowel_disorder,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_serum_b12,anti-if_antibodies_not_present,dx,,,,,,
486,pancreatic_disease,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_serum_b12,anti-if_antibodies_not_present,dx,,,,,,
487,parasites,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_serum_b12,anti-if_antibodies_not_present,dx,,,,,,
488,pernicious_anemia,anemia with elevated mean corpuscular volume,oval_macrocytes_hypersegmented_neutrophils,low_serum_b12,anti-if_antibodies_not_present,dx,,,,,,
489,multiple_myeloma,anemia with elevated mean corpuscular volume,rbcs_in_rouleaux_formation,dx,,,,,,,,
490,myelodysplastic_syndromes,anemia with elevated mean corpuscular volume,dysplastic,dx,,,,,,,,
491,rule_out_b12_deficiency/folate_deficiency,anemia with elevated mean corpuscular volume,macrocytosis_target_cells_normal_wbcs,normal_liver_function_tests,dx,,,,,,,
492,liver_disease,anemia with elevated mean corpuscular volume,macrocytosis_target_cells_normal_wbcs,abnormal_liver_function_tests,dx,,,,,,,
493,marrow_aplasia,anemia with normal mean corpuscular volume,decreased_wbcs,decreased/normal_reticulocytosis,dx,,,,,,,
494,marrow_infiltration,anemia with normal mean corpuscular volume,decreased_wbcs,decreased/normal_reticulocytosis,dx,,,,,,,
495,primary_hypersplenism,anemia with normal mean corpuscular volume,decreased_wbcs,increased_reticulocytosis,dx,,,,,,,
496,secondary,anemia with normal mean corpuscular volume,decreased_wbcs,increased_reticulocytosis,dx,,,,,,,
497,acute_bleed,anemia with normal mean corpuscular volume,normal/increased_wbcs,increased_reticulocytosis,"polychromatic_macrocytes,_normal_rbcs",dx,,,,,,
498,hemolysis,anemia with normal mean corpuscular volume,normal/increased_wbcs,increased_reticulocytosis,"polychromatic_macrocytes,_normal_rbcs",dx,,,,,,
499,microangiopathic_hemolytic_anemias,anemia with normal mean corpuscular volume,normal/increased_wbcs,increased_reticulocytosis,"polychromatic_macrocytes,_rbc_spherocytes,_rbc_fragments",dx,,,,,,
500,hemoglobinopathy,anemia with normal mean corpuscular volume,normal/increased_wbcs,increased_reticulocytosis,abnormal_rbcs_,dx,,,,,,
501,renal_failure,anemia with normal mean corpuscular volume,normal/increased_wbcs,normal_reticulocytosis,dx,,,,,,,
502,inflammation,anemia with normal mean corpuscular volume,normal/increased_wbcs,normal_reticulocytosis,dx,,,,,,,
503,cancer,anemia with normal mean corpuscular volume,normal/increased_wbcs,normal_reticulocytosis,dx,,,,,,,
504,hypothyroidism,anemia with normal mean corpuscular volume,normal/increased_wbcs,normal_reticulocytosis,dx,,,,,,,
505,pregnancy,anemia with normal mean corpuscular volume,normal/increased_wbcs,normal_reticulocytosis,dx,,,,,,,
506,early_iron_deficiency,anemia with normal mean corpuscular volume,normal/increased_wbcs,normal_reticulocytosis,dx,,,,,,,
507,iron_deficiency,anemia with low mean corpuscular volume,"ferritin_decreased,_serum_iron_decreased,_tibc_increased",dx,,,,,,,,
508,anemia_secondary_to_ninflammation,anemia with low mean corpuscular volume,"ferritin_normal/increased,serum_iron_decreased,tibc_normal/decreased",dx,,,,,,,,
509,β-thalassemia_minor,anemia with low mean corpuscular volume,"ferritin_normal/increased,serum_iron_normal,tibc_normal","increased_hgba2,_normal_hgba",dx,,,,,,,
510,β-thalassemia_major,anemia with low mean corpuscular volume,"ferritin_normal/increased,serum_iron_normal,tibc_normal","increased_hgba2,_increased_hgbf,_no_hgba",dx,,,,,,,
511,α-thalassemia_2-3_digene_deletion,anemia with low mean corpuscular volume,"ferritin_normal/increased,serum_iron_normal,tibc_normal","increased_hgbh,_hgbh_inclusions_in_rbc",dx,,,,,,,
512,other,anemia with low mean corpuscular volume,"ferritin_normal/increased,serum_iron_normal,tibc_normal",other,dx,,,,,,,
513,decreased_production,bleeding/bruising,platelets,thrombocytopenia,dx,,,,,,,
514,increased_destruction,bleeding/bruising,platelets,thrombocytopenia,dx,,,,,,,
515,abnormal_sequestration,bleeding/bruising,platelets,thrombocytopenia,dx,,,,,,,
516,congenital,bleeding/bruising,platelets,disordered_platelet_function,dx,,,,,,,
517,drugs,bleeding/bruising,platelets,disordered_platelet_function,acquired,dx,,,,,,
518,renal_disease,bleeding/bruising,platelets,disordered_platelet_function,acquired,dx,,,,,,
519,connective_tissue_disorders,bleeding/bruising,vascular_system,congenital,dx,,,,,,,
