UID,Diagnosis_(DX),Diagnosis_(DX)_Notes,Page,Type,Chief_Sign,Cheif_Sign_Notes,Clinical_Pearl,General_Notes,Life_Threatening,Definitions,Level_1,Level_1_Notes,Level_2,Level_2_Notes,Level_3,Level_3_Notes,Level_4,Level_4_Notes,Level_5,Level_5_Notes,Level_6,Level_6_Notes,Level_7,Level_7_Notes,Level_8,Level_8_Notes,Level_9,Level_9_Notes,Level_10
nan,mineralocorticoid_excess,primary aldosteronism,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",secondary_(5%),"onset age <20 or >50 years, no family history, hypertensive urgency, resistant hypertension",endocrine,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hyperthyroidism,mainly systolic hypertension,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",secondary_(5%),"onset age <20 or >50 years, no family history, hypertensive urgency, resistant hypertension",endocrine,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hypothyroidism,mainly diastolic hypertension,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",secondary_(5%),"onset age <20 or >50 years, no family history, hypertensive urgency, resistant hypertension",endocrine,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hyperparathyroidism,nan,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",secondary_(5%),"onset age <20 or >50 years, no family history, hypertensive urgency, resistant hypertension",endocrine,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pregnancy,gestational hypertension,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",secondary_(5%),"onset age <20 or >50 years, no family history, hypertensive urgency, resistant hypertension",endocrine,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,white-coat_hypertension,nan,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",mislabelled,"repeatedly normal blood pressure when taken at home, work or when using an ambulatory monitor",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,masked_hypertension,nan,8,cardiovascular,hypertension,nan,nan,nan,nan,"(definition of hypertension: systolic bp>= 140mmhg or diastolic bp>=90mmhg, diabetes mellitus >=130/80mmhg, note: in children, the definition of hypertension is different (either systolic or diastolic bp>95%ile) but the approach is the same.) , (hypertensive urgency: bp usually > 180/110mmhg or asymptomatic diastolic bp > 130mmhg with target organ damage usually present but not acutely changing),(hypertensive emergency: bp usually >220/140 mmhg with evolving target organ damage)",mislabelled,"repeatedly normal blood pressure when taken at home, work or when using an ambulatory monitor",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,primary_hypertension,nan,9,cardiovascular,hypertension in pregnancy,"dbp>=90mmhg, based on two measurements",bp should always be measured in a sitting position for a pregnant patient,"adverse condition maternal: persisten or new/unusual headache, visual disturbances, persistent abdominal/ruq pain, severe nausea or vomiting, chest pain/dyspnea, severe hypertension, pulmonary edema, suspected placental abruptionn, elevated serum creatinine/ast/alt/ldh, platlet < 100x109/l,serum albumin <20g/l; adverse conditions fetal:oligohydraminos, intrauterine growth restriction, absent/reversed end-diastolic flow in the umbilical artery, intrauterine fetal death",nan,nan,pre-existing_hypertension_,before pregnancy or < 20 weeks gestational age,no_proteinuria,nan,chronic_hypertension,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,secondary_hypertension,nan,9,cardiovascular,hypertension in pregnancy,"dbp>=90mmhg, based on two measurements",bp should always be measured in a sitting position for a pregnant patient,"adverse condition maternal: persisten or new/unusual headache, visual disturbances, persistent abdominal/ruq pain,severe nausea or vomiting, chest pain/dyspnea, severe hypertension, pulmonary edema, suspected placental abruptionn, elevated serum creatinine/ast/alt/ldh, platlet < 100x109/l,serum albumin <20g/l; adverse conditions fetal:oligohydraminos, intrauterine growth restriction, absent/reversed end-diastolic flow in the umbilical artery, intrauterine fetal death",nan,nan,pre-existing_hypertension_,before pregnancy or < 20 weeks gestational age,no_proteinuria,nan,chronic_hypertension,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pre-existing_hypertension_with_pre-eclampsia,nan,9,cardiovascular,hypertension in pregnancy,"dbp>=90mmhg, based on two measurements",bp should always be measured in a sitting position for a pregnant patient,"adverse condition maternal: persisten or new/unusual headache, visual disturbances, persistent abdominal/ruq pain,severe nausea or vomiting, chest pain/dyspnea, severe hypertension, pulmonary edema, suspected placental abruptionn, elevated serum creatinine/ast/alt/ldh, platlet < 100x109/l,serum albumin <20g/l; adverse conditions fetal:oligohydraminos, intrauterine growth restriction, absent/reversed end-diastolic flow in the umbilical artery, intrauterine fetal death",nan,nan,pre-existing_hypertension_,before pregnancy or < 20 weeks gestational age,proteinuria_(>=0.3g/24hr_urine)_or_one_or_more_adverse_conditions,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gestational_hypertension,nan,9,cardiovascular,hypertension in pregnancy,"dbp>=90mmhg, based on two measurements",bp should always be measured in a sitting position for a pregnant patient,"adverse condition maternal: persisten or new/unusual headache, visual disturbances, persistent abdominal/ruq pain,severe nausea or vomiting, chest pain/dyspnea, severe hypertension, pulmonary edema, suspected placental abruptionn, elevated serum creatinine/ast/alt/ldh, platlet < 100x109/l,serum albumin <20g/l; adverse conditions fetal:oligohydraminos, intrauterine growth restriction, absent/reversed end-diastolic flow in the umbilical artery, intrauterine fetal death",nan,nan,gestational_hypertension,"previously normotensive, >20 weeks gestational age",no_proteinuria,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gestational_hypertension_with_pre-eclampsia,nan,9,cardiovascular,hypertension in pregnancy,"dbp>=90mmhg, based on two measurements",bp should always be measured in a sitting position for a pregnant patient,"adverse condition maternal: persisten or new/unusual headache, visual disturbances, persistent abdominal/ruq pain,severe nausea or vomiting, chest pain/dyspnea, severe hypertension, pulmonary edema, suspected placental abruptionn, elevated serum creatinine/ast/alt/ldh, platlet < 100x109/l,serum albumin <20g/l; adverse conditions fetal:oligohydraminos, intrauterine growth restriction, absent/reversed end-diastolic flow in the umbilical artery, intrauterine fetal death",nan,nan,gestational_hypertension,"previously normotensive, >20 weeks gestational age",proteinuria_(>=0.3g/24hr_urine)_or_one_or_more_adverse_conditions,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,eclampsia,nan,9,cardiovascular,hypertension in pregnancy,"dbp>=90mmhg, based on two measurements",bp should always be measured in a sitting position for a pregnant patient,"adverse condition maternal: persisten or new/unusual headache, visual disturbances, persistent abdominal/ruq pain,severe nausea or vomiting, chest pain/dyspnea, severe hypertension, pulmonary edema, suspected placental abruptionn, elevated serum creatinine/ast/alt/ldh, platlet < 100x109/l,serum albumin <20g/l; adverse conditions fetal:oligohydraminos, intrauterine growth restriction, absent/reversed end-diastolic flow in the umbilical artery, intrauterine fetal death",nan,nan,gestational_hypertension,"previously normotensive, >20 weeks gestational age",pre-eclampsia+seizures/coma,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mitral_stenosis,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",valvular_disease_(preserved_diastolic/systolic_function),nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mitral_regurgitation,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",valvular_disease_(preserved_diastolic/systolic_function),nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,aortic_stenosis,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",valvular_disease_(preserved_diastolic/systolic_function),nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,aortic_regurgitation,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",valvular_disease_(preserved_diastolic/systolic_function),nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,myocardial_infarction,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,coronary_artery_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,transient_myocardial_ischemia,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,coronary_artery_disease,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mitral_regurgitation,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,chronic_volume_overload,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,aortic_regurgitation,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,chronic_volume_overload,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,infiltrative,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,dilated_cardiomyopathies,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,infictious,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,dilated_cardiomyopathies,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,toxic,"alcohol, cocaine",10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,dilated_cardiomyopathies,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,genetic,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,systolic_dysfunction_(reduced_ejection_fraction),nan,impaired_contractility,nan,dilated_cardiomyopathies,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,transient_myocardial_ischemia,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,diastolic_dysfunction_(preserved_ejection_fraction),nan,impaired_diastolic_filling,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,left_ventricular_hypertrophy,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,diastolic_dysfunction_(preserved_ejection_fraction),nan,impaired_diastolic_filling,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,restrictive_cardiomyopathy,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,diastolic_dysfunction_(preserved_ejection_fraction),nan,impaired_diastolic_filling,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pericardial_constriction,nan,10,cardiovascular,left-sided heart failure,ejection fraction=sv/edv=(edv-esv)/edv,nan,nan,nan,"sv=stroke volume, edv=end-diastolic volume, esv=end-systolic volume",myocardial,nan,diastolic_dysfunction_(preserved_ejection_fraction),nan,impaired_diastolic_filling,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,right_ventricle_infarction,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,cardiac,rule out left-sided heart failure (most common),myocardium,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,restrictive_cardiomyopathy,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,cardiac,rule out left-sided heart failure (most common),myocardium,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pulmonary_stenosis,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,cardiac,rule out left-sided heart failure (most common),valves,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tricuspid_regurgitation,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,cardiac,rule out left-sided heart failure (most common),valves,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,constrictive_pericarditis,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,cardiac,rule out left-sided heart failure (most common),pericardium,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pericardial_tamponade,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,cardiac,rule out left-sided heart failure (most common),pericardium,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_obstructive_pulmonary_disease,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,pulmonary,nan,parenchymal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,diffuse_lung_disease,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,pulmonary,nan,parenchymal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,acute_respiratory_distress_syndrome,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,pulmonary,nan,parenchymal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_lung_infection,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,pulmonary,nan,parenchymal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bronchiectasis,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,pulmonary,nan,parenchymal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pulmonary_embolism,nan,11,cardiovascular,isolated right-sided heart failure,nan,nan,all left-sided heart failure can also lead to right-sided heart failure (the most common cause of right heart failure is left heart failure),nan,nan,pulmonary,nan,vascular,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
